ID,App_ID,APP_Name,Price,User_Rating,Rating_Count_Total,User_Review
1,281656475,PAC-MAN Premium,3.99,4,21292,"Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone, uninstalled app, cleared cache, etc.) It still wont work and i dont know why. Please help"
2,283619399,Shanghai Mahjong,0.99,4,8253,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
3,284736660,Ms. PAC-MAN,3.99,4,7885,"Love the gameplay, love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms."
4,284791396,Solitaire by MobilityWare,4.99,4.5,76720,"Man this is the best game EVER, it's just so addicting! But there's a *downfall*, is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review, idk"
5,284815117,SCRABBLE Premium,7.99,3.5,105776,"Crashed in first few seconds, was unable to play, do not download."
6,284862767,FreeCell,4.99,4.5,6340,"I downloaded this game maybe a half hour ago, and it has crashed upon opening every time I've tried. It just freezes on the title screen, and crashes."
7,285005463,Crash Bandicoot Nitro Kart 3D,2.99,4,31456,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
8,285994151,:) Sudoku +,2.99,5,11447,"I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game , really. Please please please make it save more data, please."
9,286911400,Hangman.,0,3,42316,"It's fun to play. They're constantly making adjustments and improvements, because they listen to the feedback. There isn't a high pay-to-win aspect, which is refreshing. The promise of new content with every event is really nice, too! Highly recommended!"
10,289523017,Blackjack by MobilityWare,0,3.5,180087,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
11,292421271,Fieldrunners,2.99,4,41633,"It is a fun game for all ages, minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!"
12,293778748,PAC-MAN,0,3,508808,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
13,294536447,First Words Animals,1.99,4,2576,"I downloaded this game maybe a half hour ago, and it has crashed upon opening every time I've tried. It just freezes on the title screen, and crashes."
14,297606726,Fish Tycoon,0.99,3.5,18943,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
15,297694601,Touchgrind,4.99,4,35735,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
16,302049354,Phase 10 Pro - Play Your Friends!,1.99,4.5,59155,"Man this is the best game EVER, it's just so addicting! But there's a *downfall*, is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review, idk"
17,303058767,MASH,1.99,4,4913,"I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game , really. Please please please make it save more data, please."
18,303337299,Wedding Dash Deluxe,0.99,4.5,16567,"Classic, I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience."
19,303849934,Beer Pong Game,0,2,187315,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
20,304770340,Skat,3.99,4.5,94,"Love this game! Its a great time killer, and the graphics are beautiful and relaxing. The only issue with this app is that, if you are playing online, it lags a lot."
21,304871622,Zombieville USA,0.99,4,32988,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
22,306169895,Tozzle - Toddler's favorite puzzle,2.99,4,2562,This game is really good! The only problem is that the background can look really dull after a while.
23,306628397,Phrase Party!,1.99,4,878,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
24,306937053,Minesweeper Classic,0.99,3.5,1140,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
25,307132353,Sally's Spa,2.99,4.5,35074,"Crashed in first few seconds, was unable to play, do not download."
26,307569751,NYTimes Crossword - Daily Word Puzzle Game,0,3.5,53465,"I honestly love this game. It's really easy to absorb yourself into, yet not too addictive. I absolutely love the simplicity of it"
27,307727765,Doodle Jump,0.99,4.5,395261,Warning! The most addictive game ever! Uninstalling before I ruin my career and life... Installed again.
28,308339980,iRagdoll - Ragdoll Physics,0.99,4,1372,This used to be a go to app of mine. Great for casual play and doesn't need a data connection. Their recent update ruined it. I think something with the video ads causes the app to be poorly responsive.
29,309527804,StickWars,0.99,3.5,53821,"Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However, I've had as great an experience!"
30,310303959,World Cup Table Tennis,0.99,4,17776,"Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However, I've had as great an experience!"
31,310951782,2XL Supercross,4.99,4,6093,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
32,311466554,Pocket Tanks Deluxe,4.99,4.5,5452,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
33,311972587,Sky Burger - Build & Match Food Free,0,4.5,114096,"Great game concept, with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun, if it works. The lag is killing the gameplay."
34,313199385,Sunday Lawn,0.99,3.5,107727,"if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it, it is just an game."
35,314303518,Peggle Classic,0.99,4.5,21416,"It's fun to play. They're constantly making adjustments and improvements, because they listen to the feedback. There isn't a high pay-to-win aspect, which is refreshing. The promise of new content with every event is really nice, too! Highly recommended!"
36,314506629,SmartGo Player,2.99,4,533,"In-App Purchases are overpriced, but overall the gameplay was fun and kept me interested in the game."
37,314864297,I Dig It,0.99,4,17190,"if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it, it is just an game."
38,315021242,Unblock Me,0.99,4,7973,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
39,316025912,Sonic The Hedgehog,2.99,4,19621,"Man this is the best game EVER, it's just so addicting! But there's a *downfall*, is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review, idk"
40,316227296,10 Pin Shuffle Pro Bowling,3.99,4,7315,"Classic, I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience."
41,317904170,The Sims 3,6.99,3.5,54408,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
42,318304532,"Chess Pro with Coach - Learn,Play & Online Friends",9.99,4,8138,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
43,318639200,Crush the Castle,0.99,3.5,23810,"The controls are more difficult than the last time I played this game, which was a year or so ago. The new customization is very cool"
44,320300350,Virtual Families,1.99,3.5,18920,"Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However, I've had as great an experience!"
45,321369231,WORMS,1.99,4,5758,"This premium game does not have purchases that allow advancement, and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult, the game possesses features and complexity absent in all other games."
46,321756558,Pixel Starships : 8Bit MMORPG,0,4.5,5565,"Love this game! Its a great time killer, and the graphics are beautiful and relaxing. The only issue with this app is that, if you are playing online, it lags a lot."
47,322423174,Traffic Rush,0.99,3.5,213092,"Love the gameplay, love the updates and constant improvements. Only wish there was a way to keep game play smooth when data is moving in and out in the background or a setting to suppress all other activity and give all resources this app when playing. Wish you had your own server to save purchases and game progress that worked across platforms."
48,322523436,Resident Evil 4: PLATINUM,4.99,4,6046,Glitches and lags. Not worth installing
49,323242790,Cartoon Wars,0.99,3.5,35930,"Too many ads and updates, even with the paid ""no ads"" version. Just trying to play with my friend, but get all of these distracting notifications for other nonsense in which I'm not interested."
50,323438913,Moto X Mayhem,0.99,4,22557,"It is an addicting games, that's for sure. I truly love the simpleness of the menus, and the sounds are lovely. I love it, and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it, and further, more difficult levels provide a solid challenge, which is nice. There are a few packs that you must pay for, but there are more than enough free ones to allow someone to actually have fun with this game."
51,325954996,Spider: The Secret of Bryce Manor,1.99,4,6780,"It is a fun game for all ages, minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!"
52,326979430,BATTLE BEARS: Zombies!,0.99,3.5,50710,Keeps crashing on the first day every time I try to play. Super disappointed.
53,328205875,Monkey Preschool Lunchbox,1.99,4,9286,I THINK IT IS A AMAZING GAME BECAUSE YOU COULD DO ANYTHING TO THIS APP.
54,329703516,Alter Ego,4.99,4,262,My child plays this all the time and it keeps their attention for hours! Very fun and addicting.
55,329887910,Parking Mania,0.99,4.5,9657,"if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it, it is just an game."
56,329981776,Sudoku?,2.99,4.5,18332,"I downloaded this game maybe a half hour ago, and it has crashed upon opening every time I've tried. It just freezes on the title screen, and crashes."
57,331177703,Letter Quiz - alphabet tracing for kids,1.99,4,472,Keeps crashing on the first day every time I try to play. Super disappointed.
58,331271904,Bloons TD,2.99,4,7941,Glitches and lags. Not worth installing
59,333180061,Canabalt,2.99,4,4540,"In-App Purchases are overpriced, but overall the gameplay was fun and kept me interested in the game."
60,335029050,Catan,1.99,4,15175,Keeps crashing on the first day every time I try to play. Super disappointed.
61,335545504,King of Dragon Pass,9.99,5,882,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
62,336347946,DOOM Classic,4.99,4,3970,This game is really good! The only problem is that the background can look really dull after a while.
63,336834650,Moorhuhn Deluxe - Crazy Chicken,0.99,3,319,"In-App Purchases are overpriced, but overall the gameplay was fun and kept me interested in the game."
64,337021781,MONOPOLY Game,0.99,3.5,26482,Sometimes the first is always the best! I have maxed this game out. I have unlocked everything and completed all the challenges! And all without having to buy any powerups! :D An amazing game and well worth it! A must get!
65,337402021,Harry Potter: Spells,0.99,4,17023,"Crashed in first few seconds, was unable to play, do not download."
66,337462979,First Words Deluxe,4.99,4,1101,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
67,337571576,Clay Hunt,0.99,4,1193,"This premium game does not have purchases that allow advancement, and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult, the game possesses features and complexity absent in all other games."
68,337866370,Jet Car Stunts,1.99,4,4088,"Classic, I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience."
69,338057689,Call of Duty: Zombies,4.99,4,63943,"This premium game does not have purchases that allow advancement, and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult, the game possesses features and complexity absent in all other games."
70,340769953,Trenches,0.99,4,26732,Glitches and lags. Not worth installing
71,342699962,Rat On A Scooter XL,0.99,4,19296,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
72,343200656,Angry Birds,0,4.5,824451,This game is too easy! For difficulty settings after hard you should add extreme for people who want a challenge
73,344065205,The Font Game,1.99,4.5,438,"It's fun to play. They're constantly making adjustments and improvements, because they listen to the feedback. There isn't a high pay-to-win aspect, which is refreshing. The promise of new content with every event is really nice, too! Highly recommended!"
74,344186162,Grand Theft Auto: Chinatown Wars,4.99,4,15142,"I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game , really. Please please please make it save more data, please."
75,345445479,The Sims 3 World Adventures,2.99,3.5,9744,"It's fun to play. They're constantly making adjustments and improvements, because they listen to the feedback. There isn't a high pay-to-win aspect, which is refreshing. The promise of new content with every event is really nice, too! Highly recommended!"
76,346453382,Glow Hockey 2 FREE,0,3.5,186653,Keeps crashing on the first day every time I try to play. Super disappointed.
77,347310316,All-in-1 Logic GameBox,0.99,4,9854,I've been thinking of getting into this game for a while now but I regret not getting into it sooner! It's fun!
78,347411942,Sonic the Hedgehog 2,2.99,4,9405,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
79,349276209,Doodle Army,0.99,4,12354,Fun but i wish there was a way to send gifts to friends and more cool things to spend your cash on
80,350642635,Plants vs. Zombies,0.99,5,426463,Not very good. You can’t play it for a long time. Gets boring
81,351707231,Flick Kick Field Goal,1.99,4.5,36946,"It is a fun game for all ages, minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!"
82,351939099,"Dungeons & Such Treasures,Collectibles and Dragons",2.99,4.5,653,"It is an addicting games, that's for sure. I truly love the simpleness of the menus, and the sounds are lovely. I love it, and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it, and further, more difficult levels provide a solid challenge, which is nice. There are a few packs that you must pay for, but there are more than enough free ones to allow someone to actually have fun with this game."
83,352670055,F-Sim Space Shuttle,4.99,4.5,6403,"I love it but the app is so big if I have to keep downloading any more things I will run out of data. Please please please make the game save more data. I love the game , really. Please please please make it save more data, please."
84,353642901,Sporcle,2.99,3.5,2044,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
85,354051766,DOOM II RPG,0.99,3,1455,"It is an addicting games, that's for sure. I truly love the simpleness of the menus, and the sounds are lovely. I love it, and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it, and further, more difficult levels provide a solid challenge, which is nice. There are a few packs that you must pay for, but there are more than enough free ones to allow someone to actually have fun with this game."
86,354655665,STREET FIGHTER IV,4.99,4,15056,This game is really good! The only problem is that the background can look really dull after a while.
87,354972939,FINAL FANTASY,7.99,4,6091,"Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not, but I'm unable to even try the game at this time"
88,354974729,FINAL FANTASY II,7.99,4,2754,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
89,355524910,Worms 2: Armageddon,4.99,4.5,9870,"It's fun to play. They're constantly making adjustments and improvements, because they listen to the feedback. There isn't a high pay-to-win aspect, which is refreshing. The promise of new content with every event is really nice, too! Highly recommended!"
90,359917414,Solitaire,0,4.5,679055,"Crashed in first few seconds, was unable to play, do not download."
91,361231506,Rubik's Cube,1.99,4,3531,"Man this is the best game EVER, it's just so addicting! But there's a *downfall*, is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review, idk"
92,362949845,Fruit Ninja Classic,1.99,4.5,698516,"It is an addicting games, that's for sure. I truly love the simpleness of the menus, and the sounds are lovely. I love it, and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it, and further, more difficult levels provide a solid challenge, which is nice. There are a few packs that you must pay for, but there are more than enough free ones to allow someone to actually have fun with this game."
93,363282253,Plants vs. Zombies HD,0.99,5,163598,"Help would be greatly appreciated. I pre-registered the game and i downloaded it and it said that an error occurred. I followed the steps in the customer support area (reset phone, uninstalled app, cleared cache, etc.) It still wont work and i dont know why. Please help"
94,363306776,SCRABBLE Premium for iPad,9.99,3.5,39678,Warning! The most addictive game ever! Uninstalling before I ruin my career and life... Installed again.
95,363486833,Space War HD,0.99,3,71,"Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not, but I'm unable to even try the game at this time"
96,364159440,Call of Duty: Zombies HD,4.99,3.5,5853,This game is really good! The only problem is that the background can look really dull after a while.
97,364165557,Small World 2,1.99,4,1506,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
98,364204209,Fieldrunners for iPad,3.99,4,2147,"Man this is the best game EVER, it's just so addicting! But there's a *downfall*, is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review, idk"
99,364234221,Angry Birds HD,0,4.5,89110,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
100,364899325,AirCoaster - Roller Coaster Builder,0.99,3,2602,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
101,366247306,?Sudoku,0,4.5,359832,So addicting! Love this game.I have passed so many levels and this is my favorite game ever. Just one problem: The controls. Sometimes they're too sensitive and sometimes they're not sensitive enough.
102,367242040,The Impossible Game,0.99,4,9885,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
103,369849199,My Virtual Girlfriend - Deluxe Dating Sim,0.99,3.5,2609,"In-App Purchases are overpriced, but overall the gameplay was fun and kept me interested in the game."
104,370144476,Math Ninja HD,1.99,4.5,1121,"This premium game does not have purchases that allow advancement, and the frequent content updates add great aspects of adventure to the game. Though online play may prove difficult, the game possesses features and complexity absent in all other games."
105,372283316,?Sudoku +,4.99,5,5397,"Too many ads and updates, even with the paid ""no ads"" version. Just trying to play with my friend, but get all of these distracting notifications for other nonsense in which I'm not interested."
106,373203236,GeoBee Challenge HD by National Geographic,1.99,4.5,1957,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
107,373342398,Cat Physics,1.99,4.5,40552,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
108,373714084,BATTLE BEARS -1,0.99,4,14910,The game ran smoothly on my device and kept me occupied for hours! Very Addicting!
109,373849969,Crash Bandicoot Nitro Kart 2,2.99,3.5,3064,"It is a fun game for all ages, minus the occasional restarting back to the beginning. It is really annoying especially when you are on a high level!"
110,374791544,Robot Unicorn Attack,0.99,4,22150,"Man this is the best game EVER, it's just so addicting! But there's a *downfall*, is there a way you can make it less *laggier* PLZ! It's JUST LAGG. And if you want your reviews to actually be seen by the company. Go to feedback for the app or something like that. Y did I write the review, idk"
111,375295479,Carcassonne,9.99,4.5,10846,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
112,376374689,Doodle God,1.99,4.5,35759,"Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not, but I'm unable to even try the game at this time"
113,376412660,Carnivores: Dinosaur Hunter Pro,2.99,4,18306,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
114,377704407,Cake Doodle,0.99,4,5803,Not very good. You can’t play it for a long time. Gets boring
115,377831429,The Impossible Quiz! for iPad,1.99,4,227,Its amazing but takes long to load but besides that can u make making an account easy like roblox making an account? Pls
116,378326916,Family Feud HD,6.99,3.5,1156,"if you rate this app with one star even with two stars that means you are crazy. SORRY!! and the game work at a pizza place so nice and pretty i used play for years. and now i still use them more than my own apps. but the thing i am thinking about it the money. most things that we have to buy for things and the game why we have to buy money for it, it is just an game."
117,378782714,Drift Mania Championship,0.99,3,3432,Fun and addicting... However the addiction quickly wears off when you figure out how to win. Wish there was a feature added that can keep the addiction
118,379323382,Osmos for iPad,4.99,4.5,24306,"Great game concept, with good graphics and some nice customization features. The gameplay against the AI is boring. The online play fun, if it works. The lag is killing the gameplay."
119,379937581,Sushi Cat,0.99,4,8718,"Crashed in first few seconds, was unable to play, do not download."
120,381477230,????????,4.99,4,6,Warning! The most addictive game ever! Uninstalling before I ruin my career and life... Installed again.
121,382991304,Osmos,2.99,4.5,14605,"It is an addicting games, that's for sure. I truly love the simpleness of the menus, and the sounds are lovely. I love it, and I've finished it many times now. I can safely rate it five stars. It's rather simple to master it once you get the hang of it, and further, more difficult levels provide a solid challenge, which is nice. There are a few packs that you must pay for, but there are more than enough free ones to allow someone to actually have fun with this game."
122,384282298,The Secret of Grisly Manor,0.99,4,1993,"Fantastic. I was hesitant to buy at first due to the reviews that mentioned that there were many bugs. However, I've had as great an experience!"
123,385533456,The Incident,0.99,4,2070,"In-App Purchases are overpriced, but overall the gameplay was fun and kept me interested in the game."
124,386239683,Reckless Racing HD,0.99,4,9,Glitches and lags. Not worth installing
125,386241770,Bloons Super Monkey,0.99,3.5,2113,My child plays this all the time and it keeps their attention for hours! Very fun and addicting.
126,387428400,Infinity Blade,0.99,5,326482,"The controls are more difficult than the last time I played this game, which was a year or so ago. The new customization is very cool"
127,387893495,Virtual Regatta Offshore,0,3.5,209,"I honestly love this game. It's really easy to absorb yourself into, yet not too addictive. I absolutely love the simplicity of it"
128,388130466,iSlash,0.99,4.5,33868,"Game won't even open on my Nokia. Not sure if it's an issue regarding its last update or not, but I'm unable to even try the game at this time"
129,388462078,2XL Supercross HD,4.99,3.5,1588,Had 4 phones and none of them got this damn game to work. im so fucking pissed. Im missing out so much.
130,389204861,The Sims 3 Ambitions,4.99,3.5,14202,ITS CHALLENGING AND ADDICTIVE. I CALL IT MY 2ND JOB BC IM ON IT WORKING ON MY ACCOUNT 8 HRS DAILY EVEN THOUGH ITS TERRIBLE :'(
131,390109631,UFO on Tape,0.99,3.5,1058,"Best game I have ever played, 10/10"
132,390422167,Catan HD,1.99,4,10382,"Classic, I love the concept behind the app. Hopefully new updates will soon change the whole game to a new experience."
133,390523040,Polar Plunge ,0.99,3.5,1428,Not very good. You can’t play it for a long time. Gets boring
134,391297152,Neuroshima Hex,4.99,4.5,4378,Great game. Only thing wrong is that on 3 occasions I've just randomly lost my progress. It's getting to be a joke. I emailed customer service a week ago and still have had nothing back.
